row, lat0, lon0, lat1, lon1, lat2, lon2, lat3, lon3, sil_score
row, lat0, lon0, lat1, lon1, lat2, lon2, lat3, lon3, sil_score
4226, 4.21875, 98.4375,4.21875, 101.25,7.03125, 98.4375,7.03125, 101.25, -0.0862353047447654
4227, 4.21875, 101.25,4.21875, 104.0625,7.03125, 101.25,7.03125, 104.0625, -0.08654551657177145
4228, 4.21875, 104.0625,4.21875, 106.875,7.03125, 104.0625,7.03125, 106.875, -0.08670831509646426
4229, 4.21875, 106.875,4.21875, 109.6875,7.03125, 106.875,7.03125, 109.6875, -0.08681891803186562
4230, 4.21875, 109.6875,4.21875, 112.5,7.03125, 109.6875,7.03125, 112.5, -0.08684006659401064
4231, 4.21875, 112.5,4.21875, 115.3125,7.03125, 112.5,7.03125, 115.3125, -0.08681489498241494
4232, 4.21875, 115.3125,4.21875, 118.125,7.03125, 115.3125,7.03125, 118.125, -0.08680111013950646
4233, 4.21875, 118.125,4.21875, 120.9375,7.03125, 118.125,7.03125, 120.9375, -0.08676567145105385
4234, 4.21875, 120.9375,4.21875, 123.75,7.03125, 120.9375,7.03125, 123.75, -0.08670604616234791
4235, 4.21875, 123.75,4.21875, 126.5625,7.03125, 123.75,7.03125, 126.5625, -0.08665064746146714
4236, 4.21875, 126.5625,4.21875, 129.375,7.03125, 126.5625,7.03125, 129.375, -0.08658819943893067
4237, 4.21875, 129.375,4.21875, 132.1875,7.03125, 129.375,7.03125, 132.1875, -0.08645340753707838
4238, 4.21875, 132.1875,4.21875, 135.0,7.03125, 132.1875,7.03125, 135.0, -0.08631297537593914
4239, 4.21875, 135.0,4.21875, 137.8125,7.03125, 135.0,7.03125, 137.8125, -0.08616904868480445
4240, 4.21875, 137.8125,4.21875, 140.625,7.03125, 137.8125,7.03125, 140.625, -0.08604150081642327
4241, 4.21875, 140.625,4.21875, 143.4375,7.03125, 140.625,7.03125, 143.4375, -0.08586488367723238
4242, 4.21875, 143.4375,4.21875, 146.25,7.03125, 143.4375,7.03125, 146.25, -0.08561974687877333
4243, 4.21875, 146.25,4.21875, 149.0625,7.03125, 146.25,7.03125, 149.0625, -0.08539489024710696
4244, 4.21875, 149.0625,4.21875, 151.875,7.03125, 149.0625,7.03125, 151.875, -0.08516798649637354
4245, 4.21875, 151.875,4.21875, 154.6875,7.03125, 151.875,7.03125, 154.6875, -0.08491846265239544
4246, 4.21875, 154.6875,4.21875, 157.5,7.03125, 154.6875,7.03125, 157.5, -0.0847627220249808
4247, 4.21875, 157.5,4.21875, 160.3125,7.03125, 157.5,7.03125, 160.3125, -0.08470152960055326
4248, 4.21875, 160.3125,4.21875, 163.125,7.03125, 160.3125,7.03125, 163.125, -0.08465079228670465
4249, 4.21875, 163.125,4.21875, 165.9375,7.03125, 163.125,7.03125, 165.9375, -0.08465559691619101
4250, 4.21875, 165.9375,4.21875, 168.75,7.03125, 165.9375,7.03125, 168.75, -0.08466387769716965
4251, 4.21875, 168.75,4.21875, 171.5625,7.03125, 168.75,7.03125, 171.5625, -0.08466336390745632
4252, 4.21875, 171.5625,4.21875, 174.375,7.03125, 171.5625,7.03125, 174.375, -0.08463653180207964
4253, 4.21875, 174.375,4.21875, 177.1875,7.03125, 174.375,7.03125, 177.1875, -0.08450477851342937
4254, 4.21875, 177.1875,4.21875, 180.0,7.03125, 177.1875,7.03125, 180.0, -0.0842672121141215
4255, 4.21875, 180.0,4.21875, 182.8125,7.03125, 180.0,7.03125, 182.8125, -0.0839544175960318
4256, 4.21875, 182.8125,4.21875, 185.625,7.03125, 182.8125,7.03125, 185.625, -0.08348250899045691
4257, 4.21875, 185.625,4.21875, 188.4375,7.03125, 185.625,7.03125, 188.4375, -0.08283094734711155
4258, 4.21875, 188.4375,4.21875, 191.25,7.03125, 188.4375,7.03125, 191.25, -0.08197525864849026
4259, 4.21875, 191.25,4.21875, 194.0625,7.03125, 191.25,7.03125, 194.0625, -0.08102977117780213
4260, 4.21875, 194.0625,4.21875, 196.875,7.03125, 194.0625,7.03125, 196.875, -0.08012128908942462
4261, 4.21875, 196.875,4.21875, 199.6875,7.03125, 196.875,7.03125, 199.6875, -0.07934049516704532
4262, 4.21875, 199.6875,4.21875, 202.5,7.03125, 199.6875,7.03125, 202.5, -0.0786691544558481
4263, 4.21875, 202.5,4.21875, 205.3125,7.03125, 202.5,7.03125, 205.3125, -0.07811275553945711
4264, 4.21875, 205.3125,4.21875, 208.125,7.03125, 205.3125,7.03125, 208.125, -0.07768218990164537
4265, 4.21875, 208.125,4.21875, 210.9375,7.03125, 208.125,7.03125, 210.9375, -0.07730817585825192
4266, 4.21875, 210.9375,4.21875, 213.75,7.03125, 210.9375,7.03125, 213.75, -0.07703680036726282
4267, 4.21875, 213.75,4.21875, 216.5625,7.03125, 213.75,7.03125, 216.5625, -0.07691380851214355
4268, 4.21875, 216.5625,4.21875, 219.375,7.03125, 216.5625,7.03125, 219.375, -0.07687130762686717
4269, 4.21875, 219.375,4.21875, 222.1875,7.03125, 219.375,7.03125, 222.1875, -0.0768562186519527
4270, 4.21875, 222.1875,4.21875, 225.0,7.03125, 222.1875,7.03125, 225.0, -0.07692363243745444
4271, 4.21875, 225.0,4.21875, 227.8125,7.03125, 225.0,7.03125, 227.8125, -0.07700742239080142
4272, 4.21875, 227.8125,4.21875, 230.625,7.03125, 227.8125,7.03125, 230.625, -0.077143326461703
4273, 4.21875, 230.625,4.21875, 233.4375,7.03125, 230.625,7.03125, 233.4375, -0.07735530409723694
4274, 4.21875, 233.4375,4.21875, 236.25,7.03125, 233.4375,7.03125, 236.25, -0.07754862893209613
4275, 4.21875, 236.25,4.21875, 239.0625,7.03125, 236.25,7.03125, 239.0625, -0.07775671155122615
4276, 4.21875, 239.0625,4.21875, 241.875,7.03125, 239.0625,7.03125, 241.875, -0.07809093418238729
4277, 4.21875, 241.875,4.21875, 244.6875,7.03125, 241.875,7.03125, 244.6875, -0.07844487303912777
4278, 4.21875, 244.6875,4.21875, 247.5,7.03125, 244.6875,7.03125, 247.5, -0.07883572212576044
4279, 4.21875, 247.5,4.21875, 250.3125,7.03125, 247.5,7.03125, 250.3125, -0.0791933406631522
4280, 4.21875, 250.3125,4.21875, 253.125,7.03125, 250.3125,7.03125, 253.125, -0.0794881554608368
4281, 4.21875, 253.125,4.21875, 255.9375,7.03125, 253.125,7.03125, 255.9375, -0.07989799995892458
4282, 4.21875, 255.9375,4.21875, 258.75,7.03125, 255.9375,7.03125, 258.75, -0.08024964225909956
4283, 4.21875, 258.75,4.21875, 261.5625,7.03125, 258.75,7.03125, 261.5625, -0.08054801631789733
4284, 4.21875, 261.5625,4.21875, 264.375,7.03125, 261.5625,7.03125, 264.375, -0.08081890623209552
4285, 4.21875, 264.375,4.21875, 267.1875,7.03125, 264.375,7.03125, 267.1875, -0.08109119734456466
4286, 4.21875, 267.1875,4.21875, 270.0,7.03125, 267.1875,7.03125, 270.0, -0.08141232145321996
4287, 4.21875, 270.0,4.21875, 272.8125,7.03125, 270.0,7.03125, 272.8125, -0.08166235026031067
4288, 4.21875, 272.8125,4.21875, 275.625,7.03125, 272.8125,7.03125, 275.625, -0.08184468681730216
4289, 4.21875, 275.625,4.21875, 278.4375,7.03125, 275.625,7.03125, 278.4375, -0.08200635936953118
4290, 4.21875, 278.4375,4.21875, 281.25,7.03125, 278.4375,7.03125, 281.25, -0.0822068818681625
4291, 4.21875, 281.25,4.21875, 284.0625,7.03125, 281.25,7.03125, 284.0625, -0.08235322066749741
4292, 4.21875, 284.0625,4.21875, 286.875,7.03125, 284.0625,7.03125, 286.875, -0.08237384977590395
4293, 4.21875, 286.875,4.21875, 289.6875,7.03125, 286.875,7.03125, 289.6875, -0.08237617270576256
4294, 4.21875, 289.6875,4.21875, 292.5,7.03125, 289.6875,7.03125, 292.5, -0.08239534710218474
4295, 4.21875, 292.5,4.21875, 295.3125,7.03125, 292.5,7.03125, 295.3125, -0.08237021517744099
4296, 4.21875, 295.3125,4.21875, 298.125,7.03125, 295.3125,7.03125, 298.125, -0.08239236632995112
4297, 4.21875, 298.125,4.21875, 300.9375,7.03125, 298.125,7.03125, 300.9375, -0.0824045945682226
4298, 4.21875, 300.9375,4.21875, 303.75,7.03125, 300.9375,7.03125, 303.75, -0.08240989365042072
4299, 4.21875, 303.75,4.21875, 306.5625,7.03125, 303.75,7.03125, 306.5625, -0.08242472063346871
4300, 4.21875, 306.5625,4.21875, 309.375,7.03125, 306.5625,7.03125, 309.375, -0.0823691448192302
4301, 4.21875, 309.375,4.21875, 312.1875,7.03125, 309.375,7.03125, 312.1875, -0.0823490815941802
4302, 4.21875, 312.1875,4.21875, 315.0,7.03125, 312.1875,7.03125, 315.0, -0.08240860744906327
4303, 4.21875, 315.0,4.21875, 317.8125,7.03125, 315.0,7.03125, 317.8125, -0.08242076151723171
4304, 4.21875, 317.8125,4.21875, 320.625,7.03125, 317.8125,7.03125, 320.625, -0.08236802860372171
4305, 4.21875, 320.625,4.21875, 323.4375,7.03125, 320.625,7.03125, 323.4375, -0.08234710487787296
4306, 4.21875, 323.4375,4.21875, 326.25,7.03125, 323.4375,7.03125, 326.25, -0.08231150577272622
